task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,mlp,1.0,89,13995,male,male,1392
age,logistic_regression,0.1,13,1399,30+,30+,243
age,logistic_regression,0.1,13,1399,30+,teens,47
age,logistic_regression,0.1,13,1399,30+,twenties,231
age,logistic_regression,0.1,13,1399,teens,30+,65
age,logistic_regression,0.1,13,1399,teens,teens,1190
age,logistic_regression,0.1,13,1399,teens,twenties,254
age,logistic_regression,0.1,13,1399,twenties,30+,314
age,logistic_regression,0.1,13,1399,twenties,teens,235
age,logistic_regression,0.1,13,1399,twenties,twenties,920
age,random_forest,0.1,13,1399,30+,30+,14
age,random_forest,0.1,13,1399,30+,teens,17
age,random_forest,0.1,13,1399,30+,twenties,490
age,random_forest,0.1,13,1399,teens,30+,3
age,random_forest,0.1,13,1399,teens,teens,1139
age,random_forest,0.1,13,1399,teens,twenties,367
age,random_forest,0.1,13,1399,twenties,30+,8
age,random_forest,0.1,13,1399,twenties,teens,177
age,random_forest,0.1,13,1399,twenties,twenties,1284
age,hist_gradient_boosting,0.1,13,1399,30+,30+,81
age,hist_gradient_boosting,0.1,13,1399,30+,teens,42
age,hist_gradient_boosting,0.1,13,1399,30+,twenties,398
age,hist_gradient_boosting,0.1,13,1399,teens,30+,16
age,hist_gradient_boosting,0.1,13,1399,teens,teens,1213
age,hist_gradient_boosting,0.1,13,1399,teens,twenties,280
age,hist_gradient_boosting,0.1,13,1399,twenties,30+,68
age,hist_gradient_boosting,0.1,13,1399,twenties,teens,253
age,hist_gradient_boosting,0.1,13,1399,twenties,twenties,1148
age,xgboost,0.1,13,1399,30+,30+,78
age,xgboost,0.1,13,1399,30+,teens,32
age,xgboost,0.1,13,1399,30+,twenties,411
age,xgboost,0.1,13,1399,teens,30+,13
age,xgboost,0.1,13,1399,teens,teens,1247
age,xgboost,0.1,13,1399,teens,twenties,249
age,xgboost,0.1,13,1399,twenties,30+,61
age,xgboost,0.1,13,1399,twenties,teens,211
age,xgboost,0.1,13,1399,twenties,twenties,1197
age,mlp,0.1,13,1399,30+,30+,139
age,mlp,0.1,13,1399,30+,teens,33
age,mlp,0.1,13,1399,30+,twenties,349
age,mlp,0.1,13,1399,teens,30+,30
age,mlp,0.1,13,1399,teens,teens,1255
age,mlp,0.1,13,1399,teens,twenties,224
age,mlp,0.1,13,1399,twenties,30+,159
age,mlp,0.1,13,1399,twenties,teens,229
age,mlp,0.1,13,1399,twenties,twenties,1081
age,logistic_regression,0.1,21,1399,30+,30+,245
age,logistic_regression,0.1,21,1399,30+,teens,41
age,logistic_regression,0.1,21,1399,30+,twenties,235
age,logistic_regression,0.1,21,1399,teens,30+,79
age,logistic_regression,0.1,21,1399,teens,teens,1145
